uid,traj_id,start_time,end_time,node_sequence,time_sequence
24,76,23:28:30,10:15:10,"[64, 85, 104, 105, 99, 64]","[""23:28:30"", ""23:43:30"", ""04:06:50"", ""09:15:10"", ""09:45:10"", ""10:15:10""]"
24,77,01:03:36,09:42:21,"[64, 101, 68, 105]","[""01:03:36"", ""05:30:56"", ""06:15:56"", ""09:42:21""]"
24,78,05:13:00,07:05:55,"[64, 12, 4]","[""05:13:00"", ""05:28:00"", ""07:05:55""]"
24,79,23:25:05,00:10:05,"[64, 0, 73]","[""23:25:05"", ""23:55:05"", ""00:10:05""]"
24,80,09:41:00,09:56:00,"[48, 0]","[""09:41:00"", ""09:56:00""]"
24,81,00:02:37,11:57:37,"[64, 68, 108, 64]","[""00:02:37"", ""01:45:45"", ""11:42:37"", ""11:57:37""]"
24,82,23:55:32,06:17:57,"[64, 106, 88, 67]","[""23:55:32"", ""02:35:22"", ""05:17:57"", ""06:17:57""]"
24,84,00:09:30,07:22:45,"[0, 68, 91, 64]","[""00:09:30"", ""00:54:30"", ""02:27:15"", ""07:22:45""]"
24,85,00:10:55,10:18:15,"[64, 94, 64, 107, 14, 0, 99, 64]","[""00:10:55"", ""00:25:55"", ""04:58:55"", ""07:22:59"", ""07:37:59"", ""09:29:50"", ""09:44:50"", ""10:18:15""]"
24,86,23:22:30,00:07:30,"[64, 73]","[""23:22:30"", ""00:07:30""]"
24,87,01:07:04,11:01:24,"[64, 101, 68, 64]","[""01:07:04"", ""02:11:19"", ""07:04:09"", ""11:01:24""]"
24,88,23:10:06,03:50:46,"[64, 108, 46, 68, 109]","[""23:10:06"", ""23:25:06"", ""23:40:06"", ""01:35:36"", ""03:50:46""]"
24,89,00:16:08,09:51:43,"[64, 105, 85, 0, 73, 64]","[""00:16:08"", ""07:10:38"", ""08:13:58"", ""08:28:58"", ""08:43:58"", ""09:51:43""]"
24,90,05:17:36,07:00:16,"[64, 67, 64]","[""05:17:36"", ""06:45:16"", ""07:00:16""]"
24,91,00:02:30,11:25:00,"[64, 84, 64]","[""00:02:30"", ""02:06:25"", ""11:25:00""]"
24,92,01:00:33,10:50:39,"[64, 103, 68, 64]","[""01:00:33"", ""07:20:39"", ""08:35:39"", ""10:50:39""]"
24,93,00:26:37,10:17:12,"[64, 110, 74, 64]","[""00:26:37"", ""05:04:47"", ""09:00:42"", ""10:17:12""]"
24,95,23:59:33,10:11:13,"[0, 112, 111, 112, 111, 45, 64]","[""23:59:33"", ""00:29:33"", ""04:32:48"", ""04:47:48"", ""05:17:48"", ""09:26:13"", ""10:11:13""]"
24,96,23:55:37,09:27:17,"[45, 111, 112, 111, 73, 4]","[""23:55:37"", ""03:33:27"", ""03:48:27"", ""04:18:27"", ""09:12:17"", ""09:27:17""]"
24,98,00:11:07,07:19:57,"[64, 113, 64]","[""00:11:07"", ""01:59:47"", ""07:19:57""]"
24,99,06:32:23,12:45:23,"[7, 64, 90, 114, 68, 114, 68, 108]","[""06:32:23"", ""09:52:58"", ""23:39:53"", ""03:25:08"", ""04:10:08"", ""05:50:53"", ""09:22:18"", ""12:45:23""]"
24,100,00:34:21,09:49:41,"[114, 68, 114, 68]","[""00:34:21"", ""03:55:46"", ""05:55:46"", ""09:49:41""]"
35,1,10:48:38,13:38:18,"[115, 0, 1]","[""10:48:38"", ""13:23:18"", ""13:38:18""]"
35,2,21:42:56,13:22:19,"[116, 117, 115, 12, 116, 78, 115, 0, 1]","[""21:42:56"", ""21:57:56"", ""22:12:56"", ""00:52:07"", ""02:49:31"", ""06:01:34"", ""06:16:34"", ""07:24:24"", ""13:22:19""]"
35,3,21:49:37,13:00:18,"[116, 115, 5, 83, 0, 115, 0, 12, 116]","[""21:49:37"", ""01:36:37"", ""02:22:37"", ""02:49:42"", ""07:02:32"", ""10:55:28"", ""12:05:23"", ""12:20:23"", ""13:00:18""]"
35,4,21:46:35,13:19:39,"[116, 12, 115, 83, 118, 115, 0]","[""21:46:35"", ""22:01:35"", ""01:47:38"", ""02:37:28"", ""05:49:30"", ""07:30:30"", ""13:19:39""]"
35,5,21:47:59,13:51:35,"[116, 1, 115, 119, 115, 0, 1]","[""21:47:59"", ""22:02:59"", ""22:17:59"", ""05:52:31"", ""10:51:30"", ""13:36:35"", ""13:51:35""]"
35,6,00:50:56,13:56:18,"[116, 20, 120, 123, 116, 121, 0, 117, 116]","[""00:50:56"", ""01:05:56"", ""02:58:32"", ""03:13:32"", ""04:09:22"", ""09:26:37"", ""10:11:47"", ""13:32:52"", ""13:56:18""]"
35,7,01:34:53,13:52:54,"[116, 122, 66, 1, 116, 0, 123]","[""01:34:53"", ""05:16:38"", ""05:46:38"", ""06:01:38"", ""09:26:49"", ""10:00:59"", ""13:52:54""]"
35,8,21:45:24,06:05:04,"[116, 7, 0, 4, 83, 18]","[""21:45:24"", ""22:00:24"", ""01:35:48"", ""02:42:53"", ""05:50:03"", ""06:05:04""]"
35,9,06:32:51,13:41:41,"[0, 124, 0, 18, 115, 0, 1, 116]","[""06:32:51"", ""06:47:53"", ""07:19:18"", ""07:34:18"", ""09:15:28"", ""13:09:53"", ""13:24:53"", ""13:41:41""]"
35,10,21:50:07,02:46:38,"[116, 115, 0, 119, 83]","[""21:50:07"", ""02:01:38"", ""02:16:38"", ""02:31:38"", ""02:46:38""]"
35,11,11:08:53,13:06:06,"[115, 12, 116]","[""11:08:53"", ""11:23:53"", ""13:06:06""]"
35,12,21:44:06,14:03:13,"[116, 1, 115, 4, 83, 0, 125, 116]","[""21:44:06"", ""21:59:06"", ""22:14:06"", ""02:31:35"", ""02:48:50"", ""07:00:15"", ""13:20:20"", ""14:03:13""]"
35,13,21:51:33,14:12:13,"[116, 7, 115, 0, 40, 83, 6, 0, 115, 0, 1, 116]","[""21:51:33"", ""22:06:34"", ""22:21:34"", ""02:31:30"", ""02:46:30"", ""04:11:45"", ""05:58:15"", ""07:06:18"", ""10:44:05"", ""13:30:55"", ""13:45:55"", ""14:12:13""]"
35,14,21:50:05,14:07:47,"[116, 115, 83, 119, 0, 1]","[""21:50:05"", ""01:09:59"", ""02:34:51"", ""05:47:36"", ""06:02:36"", ""14:07:47""]"
35,15,00:57:29,13:20:32,"[116, 8, 120, 126, 116, 0, 1]","[""00:57:29"", ""01:12:29"", ""01:27:29"", ""03:31:21"", ""09:20:31"", ""09:35:31"", ""13:20:32""]"
35,16,04:26:33,13:43:59,"[116, 122, 116, 0, 1]","[""04:26:33"", ""05:11:34"", ""08:43:49"", ""09:33:54"", ""13:43:59""]"
35,17,21:48:33,02:31:19,"[116, 127, 115, 0, 83, 21, 83]","[""21:48:33"", ""22:03:34"", ""23:35:39"", ""00:35:39"", ""01:20:39"", ""01:36:59"", ""02:31:19""]"
35,18,08:07:38,13:33:03,"[0, 115, 0, 1]","[""08:07:38"", ""10:48:03"", ""11:03:03"", ""13:33:03""]"
35,19,21:50:08,14:56:06,"[116, 128, 115, 21, 83, 0, 115, 0, 3, 116]","[""21:50:08"", ""22:05:08"", ""00:54:08"", ""01:39:08"", ""02:54:08"", ""06:13:43"", ""07:43:43"", ""11:06:08"", ""14:16:43"", ""14:56:06""]"
35,20,21:48:56,13:23:25,"[116, 128, 115, 40, 83, 28, 0, 115, 125, 5, 1]","[""21:48:56"", ""22:03:56"", ""00:44:20"", ""01:05:05"", ""02:52:45"", ""06:13:10"", ""06:57:00"", ""07:12:00"", ""11:23:25"", ""13:08:25"", ""13:23:25""]"
35,21,21:49:06,13:47:51,"[116, 128, 115, 21, 83, 0, 115, 0, 117]","[""21:49:06"", ""22:04:06"", ""23:31:26"", ""01:29:11"", ""02:20:41"", ""06:16:31"", ""07:31:31"", ""10:56:16"", ""13:47:51""]"
35,22,21:49:53,13:48:23,"[116, 20, 115, 40, 18, 83, 0, 115, 0, 116]","[""21:49:53"", ""22:04:53"", ""00:45:38"", ""01:00:38"", ""03:00:38"", ""03:15:38"", ""07:14:53"", ""07:29:53"", ""11:00:18"", ""13:48:23""]"
35,23,00:56:37,13:59:40,"[116, 20, 120, 21, 129, 4, 12, 130, 116, 3, 0, 1, 116]","[""00:56:37"", ""01:11:37"", ""02:56:57"", ""03:11:57"", ""03:26:57"", ""04:11:57"", ""06:56:47"", ""07:11:47"", ""08:43:32"", ""09:43:32"", ""10:04:07"", ""13:40:17"", ""13:59:40""]"
35,24,23:16:37,14:19:57,"[116, 121, 122, 6, 21, 78, 21, 4, 0, 1, 116]","[""23:16:37"", ""00:37:02"", ""03:38:17"", ""06:32:17"", ""06:47:17"", ""08:13:57"", ""09:04:12"", ""09:37:22"", ""09:57:02"", ""13:44:27"", ""14:19:57""]"
35,25,21:45:05,05:58:00,"[116, 123, 115, 28, 0, 40, 6, 83]","[""21:45:05"", ""22:00:05"", ""23:23:45"", ""00:38:45"", ""01:11:05"", ""01:26:05"", ""03:01:20"", ""05:58:00""]"
35,26,07:16:35,11:47:00,"[0, 115, 7, 116]","[""07:16:35"", ""08:07:25"", ""11:32:00"", ""11:47:00""]"
35,27,21:47:36,13:45:06,"[116, 115, 83, 0, 115, 0, 117]","[""21:47:36"", ""23:19:26"", ""03:17:36"", ""06:12:36"", ""07:57:36"", ""11:33:21"", ""13:45:06""]"
35,28,21:55:08,13:39:48,"[116, 115, 40, 83, 0, 115, 0, 116]","[""21:55:08"", ""22:26:58"", ""01:22:03"", ""03:01:48"", ""06:12:33"", ""07:20:28"", ""11:09:48"", ""13:39:48""]"
35,29,21:46:07,13:36:52,"[116, 115, 83, 0, 115, 0, 116]","[""21:46:07"", ""23:08:07"", ""02:52:57"", ""06:12:22"", ""07:09:12"", ""12:21:52"", ""13:36:52""]"
35,30,21:47:33,13:28:59,"[116, 115, 40, 6, 83, 0, 115, 0, 1]","[""21:47:33"", ""23:05:44"", ""00:54:34"", ""02:57:04"", ""06:06:14"", ""06:21:14"", ""07:51:14"", ""11:13:54"", ""13:28:59""]"
35,31,00:52:36,14:00:56,"[116, 7, 120, 131, 21, 0, 1]","[""00:52:36"", ""01:07:36"", ""01:22:36"", ""03:55:51"", ""10:42:46"", ""10:57:46"", ""14:00:56""]"
35,32,01:50:00,15:24:18,"[116, 122, 1, 116, 1, 0, 8, 116]","[""01:50:00"", ""03:26:35"", ""05:23:05"", ""05:38:05"", ""09:55:35"", ""10:25:35"", ""13:25:35"", ""15:24:18""]"
35,33,21:56:08,06:19:31,"[116, 115, 0, 40, 83, 0]","[""21:56:08"", ""22:26:31"", ""00:54:06"", ""01:26:06"", ""04:46:16"", ""06:19:31""]"
35,34,07:20:56,13:15:36,"[0, 115, 0, 3, 116, 20, 115, 83, 0, 115, 0, 116]","[""07:20:56"", ""10:56:56"", ""11:11:56"", ""13:41:56"", ""13:56:56"", ""22:08:16"", ""22:23:16"", ""03:08:16"", ""06:10:01"", ""07:32:41"", ""11:15:36"", ""13:15:36""]"
35,35,21:47:06,13:43:31,"[116, 7, 115, 40, 83, 0, 115, 0, 1]","[""21:47:06"", ""22:02:06"", ""23:54:46"", ""00:54:46"", ""03:06:26"", ""06:10:11"", ""07:08:06"", ""11:13:31"", ""13:43:31""]"
35,36,21:53:35,13:44:05,"[116, 20, 115, 83, 0, 115, 0, 12]","[""21:53:35"", ""22:08:35"", ""00:12:35"", ""02:50:00"", ""06:17:55"", ""07:17:55"", ""11:09:20"", ""13:44:05""]"
35,37,21:40:38,14:09:08,"[116, 117, 115, 40, 83, 0, 115, 117]","[""21:40:38"", ""21:55:38"", ""00:32:38"", ""00:47:38"", ""03:04:46"", ""06:13:33"", ""07:17:28"", ""14:09:08""]"
35,38,23:12:52,15:38:00,"[116, 127, 115, 0, 1, 116]","[""23:12:52"", ""23:49:37"", ""00:56:12"", ""09:45:42"", ""13:45:42"", ""15:38:00""]"
35,39,00:20:30,14:01:10,"[116, 122, 116, 46, 0, 22, 116]","[""00:20:30"", ""02:04:25"", ""06:07:50"", ""09:46:25"", ""10:01:25"", ""13:46:10"", ""14:01:10""]"
35,40,21:46:35,03:23:30,"[116, 115, 0, 40, 83]","[""21:46:35"", ""00:37:20"", ""00:52:20"", ""01:37:20"", ""03:23:30""]"
35,41,06:53:43,13:32:23,"[0, 115, 0, 3]","[""06:53:43"", ""07:08:43"", ""11:17:23"", ""13:32:23""]"
35,42,21:52:38,14:44:56,"[116, 115, 5, 83, 0, 115, 0, 1, 116]","[""21:52:38"", ""23:02:03"", ""02:48:38"", ""03:03:38"", ""06:01:28"", ""07:12:08"", ""11:07:43"", ""13:52:43"", ""14:44:56""]"
35,43,21:54:56,13:59:46,"[116, 115, 40, 0, 83, 4, 0, 115, 0, 7]","[""21:54:56"", ""22:49:56"", ""01:04:36"", ""02:54:06"", ""03:09:06"", ""05:46:16"", ""06:01:16"", ""06:46:16"", ""10:59:46"", ""13:59:46""]"
35,44,21:34:05,13:40:55,"[116, 115, 83, 0, 115, 0, 1]","[""21:34:05"", ""22:13:10"", ""03:36:30"", ""06:06:50"", ""07:10:00"", ""11:05:25"", ""13:40:55""]"
35,45,21:47:08,15:21:41,"[116, 12, 115, 40, 115, 83, 0, 115, 0, 117, 116]","[""21:47:08"", ""22:02:08"", ""00:36:13"", ""00:51:13"", ""02:36:13"", ""03:20:33"", ""06:48:43"", ""07:03:43"", ""11:06:13"", ""14:09:43"", ""15:21:41""]"
35,46,00:51:56,10:22:56,"[116, 127, 120, 0, 115, 116]","[""00:51:56"", ""01:06:56"", ""02:02:51"", ""03:19:11"", ""09:52:56"", ""10:22:56""]"
35,47,00:11:33,13:55:14,"[116, 122, 116, 0, 116]","[""00:11:33"", ""01:06:04"", ""04:43:59"", ""10:16:24"", ""13:55:14""]"
35,48,21:44:59,06:23:34,"[116, 1, 115, 0, 40, 83, 0]","[""21:44:59"", ""21:59:59"", ""23:02:14"", ""00:50:59"", ""01:24:42"", ""03:07:49"", ""06:23:34""]"
35,49,21:58:23,13:49:08,"[116, 73, 115, 83, 0, 115, 0, 117]","[""21:58:23"", ""22:13:23"", ""22:39:53"", ""02:35:48"", ""06:14:53"", ""07:14:53"", ""11:09:53"", ""13:49:08""]"
35,50,22:34:34,13:42:44,"[116, 4, 115, 40, 83, 0, 115, 124, 125, 20, 116]","[""22:34:34"", ""23:08:19"", ""00:11:59"", ""00:56:59"", ""06:05:19"", ""06:20:19"", ""07:05:19"", ""10:57:29"", ""11:17:44"", ""13:27:44"", ""13:42:44""]"
35,51,21:02:07,13:45:07,"[116, 115, 0, 50, 83, 0, 115, 0, 1]","[""21:02:07"", ""22:38:02"", ""00:48:37"", ""02:04:12"", ""03:00:12"", ""06:03:47"", ""08:03:47"", ""11:10:57"", ""13:45:07""]"
35,52,20:59:37,10:29:54,"[116, 115, 40, 83, 0, 115, 0, 117, 116, 0, 14, 132, 0, 33, 116, 0]","[""20:59:37"", ""22:31:57"", ""01:02:52"", ""03:08:52"", ""05:53:17"", ""07:38:17"", ""11:13:22"", ""13:58:22"", ""21:45:22"", ""02:29:38"", ""02:44:38"", ""03:14:38"", ""08:20:29"", ""08:35:29"", ""10:14:54"", ""10:29:54""]"
35,53,00:39:06,13:56:41,"[116, 122, 116, 0, 3, 116]","[""00:39:06"", ""01:55:06"", ""06:07:41"", ""10:52:06"", ""13:41:41"", ""13:56:41""]"
35,54,00:20:56,13:48:16,"[116, 0, 222, 117, 116, 1, 0, 116]","[""00:20:56"", ""00:35:56"", ""01:04:36"", ""04:17:26"", ""06:26:21"", ""09:38:36"", ""09:53:36"", ""13:48:16""]"
35,55,20:59:36,07:09:51,"[116, 1, 115, 0, 115, 4, 83, 0]","[""20:59:36"", ""21:14:36"", ""23:46:41"", ""00:46:41"", ""01:46:41"", ""02:31:41"", ""02:46:41"", ""07:09:51""]"
35,56,07:35:12,11:16:28,"[0, 115, 0]","[""07:35:12"", ""08:06:38"", ""11:16:28""]"
35,57,21:04:07,11:09:21,"[116, 7, 115, 40, 18, 83, 0, 115, 0, 116, 115, 83, 115, 0, 115, 0]","[""21:04:07"", ""21:19:07"", ""00:40:52"", ""00:55:52"", ""02:55:53"", ""03:10:55"", ""06:16:20"", ""07:16:20"", ""11:22:00"", ""13:57:55"", ""21:39:31"", ""03:24:26"", ""06:09:26"", ""07:02:21"", ""07:17:21"", ""11:09:21""]"
35,58,21:01:05,10:56:15,"[116, 1, 115, 0, 40, 83, 0, 115, 0]","[""21:01:05"", ""21:16:05"", ""23:29:00"", ""00:44:00"", ""00:59:00"", ""03:03:00"", ""06:11:50"", ""07:26:50"", ""10:56:15""]"
35,59,00:05:35,13:37:20,"[116, 0, 120, 0, 117]","[""00:05:35"", ""00:36:20"", ""04:03:30"", ""04:18:30"", ""13:37:20""]"
35,60,20:59:36,06:12:41,"[116, 1, 3, 0, 13, 40, 0, 83, 0]","[""20:59:36"", ""21:14:36"", ""21:44:36"", ""21:59:36"", ""22:14:36"", ""01:44:56"", ""02:59:16"", ""03:14:16"", ""06:12:41""]"
35,61,06:39:15,13:54:47,"[0, 115, 0, 46, 116]","[""06:39:15"", ""09:59:27"", ""11:14:27"", ""13:39:47"", ""13:54:47""]"
35,62,21:03:06,13:35:21,"[116, 115, 83, 0, 115, 0, 1]","[""21:03:06"", ""21:37:21"", ""04:04:46"", ""06:04:31"", ""07:19:41"", ""11:12:21"", ""13:35:21""]"
35,63,21:05:53,13:59:33,"[116, 117, 115, 40, 6, 83, 0, 115, 0, 116]","[""21:05:53"", ""21:20:53"", ""21:40:43"", ""00:53:28"", ""02:53:28"", ""03:08:28"", ""06:06:33"", ""07:06:33"", ""11:17:48"", ""13:59:33""]"
35,64,21:03:05,11:16:30,"[116, 1, 115, 83, 0, 115, 0]","[""21:03:05"", ""21:18:05"", ""02:51:40"", ""03:06:40"", ""06:21:40"", ""07:21:40"", ""11:16:30""]"
35,65,21:05:31,07:06:26,"[116, 20, 115, 40, 0, 83, 0, 115]","[""21:05:31"", ""21:20:31"", ""00:51:11"", ""01:06:11"", ""02:51:11"", ""03:06:11"", ""06:06:26"", ""07:06:26""]"
35,66,03:57:53,13:00:58,"[116, 0, 116]","[""03:57:53"", ""04:36:08"", ""13:00:58""]"
35,67,21:09:37,06:06:17,"[116, 8, 115, 0, 40, 83, 0]","[""21:09:37"", ""21:24:37"", ""21:43:57"", ""00:54:02"", ""01:39:02"", ""03:09:47"", ""06:06:17""]"
35,68,06:40:50,13:50:23,"[0, 115, 0, 117]","[""06:40:50"", ""09:23:03"", ""13:35:23"", ""13:50:23""]"
35,69,20:59:05,13:58:05,"[116, 115, 6, 83, 0, 115, 0, 117]","[""20:59:05"", ""21:29:05"", ""02:00:45"", ""03:00:45"", ""06:09:50"", ""07:09:50"", ""13:43:05"", ""13:58:05""]"
35,70,20:59:00,13:33:55,"[116, 115, 40, 18, 83, 0, 115, 0, 116]","[""20:59:00"", ""21:29:00"", ""00:59:30"", ""02:54:40"", ""03:29:15"", ""06:11:45"", ""07:11:45"", ""13:18:55"", ""13:33:55""]"
35,71,21:21:36,07:40:36,"[1, 115, 83, 0, 115, 0, 115, 1, 116, 115, 40, 6, 83, 4, 0, 115]","[""21:21:36"", ""21:56:41"", ""03:15:26"", ""06:14:31"", ""08:45:26"", ""09:15:26"", ""10:33:06"", ""11:35:36"", ""11:50:36"", ""21:32:36"", ""00:55:36"", ""02:55:36"", ""03:25:36"", ""06:10:36"", ""06:25:36"", ""07:40:36""]"
35,73,13:25:56,13:40:56,"[0, 116]","[""13:25:56"", ""13:40:56""]"
35,74,21:10:55,06:14:15,"[116, 4, 115, 0, 40, 83, 0]","[""21:10:55"", ""21:25:55"", ""22:22:10"", ""00:55:35"", ""01:45:15"", ""05:59:15"", ""06:14:15""]"
36,7,04:28:30,05:59:30,"[134, 0]","[""04:28:30"", ""05:59:30""]"
36,8,00:14:03,09:53:04,"[0, 134]","[""00:14:03"", ""09:53:04""]"
36,9,12:36:38,12:51:41,"[135, 136]","[""12:36:38"", ""12:51:41""]"
36,14,16:21:51,13:13:35,"[0, 30, 0, 30, 0, 4, 0]","[""16:21:51"", ""03:22:51"", ""03:52:55"", ""05:01:39"", ""06:49:24"", ""11:54:03"", ""13:13:35""]"
36,15,06:23:04,09:51:21,"[0, 30, 0]","[""06:23:04"", ""06:54:22"", ""09:51:21""]"
36,18,10:28:52,10:43:52,"[0, 30]","[""10:28:52"", ""10:43:52""]"
36,19,00:20:16,07:48:11,"[0, 137, 27, 148, 0]","[""00:20:16"", ""03:01:54"", ""04:36:24"", ""07:33:08"", ""07:48:11""]"
36,21,00:17:53,06:19:04,"[0, 40, 30, 27, 137, 0]","[""00:17:53"", ""00:51:52"", ""01:08:24"", ""01:55:20"", ""04:20:14"", ""06:19:04""]"
36,23,10:38:41,16:00:04,"[0, 30]","[""10:38:41"", ""16:00:04""]"
36,24,23:57:10,04:15:12,"[0, 30, 0]","[""23:57:10"", ""00:55:51"", ""04:15:12""]"
36,25,10:14:34,11:30:29,"[30, 0, 30]","[""10:14:34"", ""10:35:55"", ""11:30:29""]"
36,28,02:36:38,12:51:08,"[223, 0, 61, 134, 0]","[""02:36:38"", ""04:46:58"", ""10:26:34"", ""12:36:07"", ""12:51:08""]"
36,31,00:00:01,07:20:29,"[0, 30, 0, 18, 6, 0]","[""00:00:01"", ""00:45:01"", ""03:19:07"", ""06:35:29"", ""06:50:29"", ""07:20:29""]"
36,32,03:41:08,04:11:08,"[0, 61, 0]","[""03:41:08"", ""03:56:08"", ""04:11:08""]"
36,35,04:49:22,10:44:52,"[0, 30, 0]","[""04:49:22"", ""06:25:47"", ""10:44:52""]"
36,36,04:23:38,10:14:52,"[0, 30, 0]","[""04:23:38"", ""05:40:13"", ""10:14:52""]"
36,39,10:28:01,11:50:46,"[30, 0, 30, 69]","[""10:28:01"", ""10:44:21"", ""10:59:21"", ""11:50:46""]"
36,41,04:11:06,13:22:57,"[0, 30, 0, 50, 4, 138, 20, 139, 30, 0]","[""04:11:06"", ""04:58:55"", ""09:37:56"", ""09:52:56"", ""10:13:16"", ""12:22:57"", ""12:37:57"", ""12:52:57"", ""13:07:57"", ""13:22:57""]"
36,44,04:05:37,11:12:11,"[134, 0, 30, 69, 30, 69, 30, 0, 4]","[""04:05:37"", ""04:24:52"", ""05:12:57"", ""05:42:57"", ""05:57:57"", ""06:42:57"", ""07:12:57"", ""10:33:36"", ""11:12:11""]"
36,46,16:14:18,11:21:49,"[0, 30, 0, 30, 61, 0]","[""16:14:18"", ""01:16:24"", ""03:43:08"", ""08:48:04"", ""10:30:59"", ""11:21:49""]"
36,47,09:24:05,11:08:45,"[30, 140, 0]","[""09:24:05"", ""10:41:40"", ""11:08:45""]"
36,48,02:07:01,06:47:11,"[30, 21, 4, 41, 4, 0]","[""02:07:01"", ""04:12:21"", ""05:43:26"", ""06:13:46"", ""06:32:11"", ""06:47:11""]"
36,49,08:50:07,10:40:08,"[30, 141, 25, 30, 0, 30, 0, 30, 0]","[""08:50:07"", ""09:20:07"", ""12:42:37"", ""12:57:37"", ""14:06:00"", ""20:31:35"", ""00:07:28"", ""07:50:42"", ""10:40:08""]"
36,52,01:45:10,11:42:31,"[9, 0]","[""01:45:10"", ""11:42:31""]"
36,53,04:33:00,10:53:17,"[0, 30]","[""04:33:00"", ""10:53:17""]"
36,54,03:31:54,09:54:06,"[0, 30, 0]","[""03:31:54"", ""06:15:29"", ""09:54:06""]"
36,56,01:25:24,09:21:58,"[0, 30]","[""01:25:24"", ""09:21:58""]"
36,57,05:35:05,11:59:34,"[0, 30, 0]","[""05:35:05"", ""06:05:05"", ""11:59:34""]"
36,58,02:18:01,04:21:41,"[30, 0]","[""02:18:01"", ""04:21:41""]"
36,60,03:45:08,06:00:53,"[30, 0, 47, 0, 30]","[""03:45:08"", ""04:02:03"", ""05:00:38"", ""05:15:38"", ""06:00:53""]"
36,61,08:35:36,10:31:55,"[30, 0]","[""08:35:36"", ""10:31:55""]"
36,63,04:09:33,06:56:42,"[23, 26, 30, 0, 30, 0]","[""04:09:33"", ""04:24:33"", ""04:39:33"", ""04:54:35"", ""06:22:32"", ""06:56:42""]"
36,64,10:26:04,10:56:34,"[0, 61, 0]","[""10:26:04"", ""10:41:33"", ""10:56:34""]"
36,65,11:26:04,15:37:11,"[0, 30, 0, 30]","[""11:26:04"", ""11:41:04"", ""12:16:35"", ""15:37:11""]"
36,68,02:31:18,13:50:19,"[143, 147, 53, 144, 143, 145, 146]","[""02:31:18"", ""04:29:45"", ""04:44:48"", ""07:52:57"", ""10:39:10"", ""11:47:51"", ""13:50:19""]"
36,69,01:08:34,13:55:16,"[145, 6, 21, 144, 188, 149, 146]","[""01:08:34"", ""02:55:51"", ""04:44:29"", ""08:28:05"", ""10:01:32"", ""11:39:47"", ""13:55:16""]"
36,70,01:17:33,06:20:04,"[146, 143, 147, 143, 188]","[""01:17:33"", ""04:12:16"", ""04:31:34"", ""04:46:34"", ""06:20:04""]"
36,71,01:25:05,11:42:55,"[146, 143, 147, 148, 144, 149, 145, 146]","[""01:25:05"", ""03:49:34"", ""05:07:36"", ""06:12:05"", ""07:51:11"", ""09:42:17"", ""10:27:55"", ""11:42:55""]"
36,72,00:37:22,03:35:16,"[146, 149, 147, 53, 149, 145, 146, 145, 149, 147]","[""00:37:22"", ""02:52:23"", ""04:23:08"", ""05:00:45"", ""10:16:30"", ""10:58:36"", ""00:54:40"", ""02:32:58"", ""03:03:02"", ""03:35:16""]"
38,1,13:26:07,14:26:55,"[0, 99, 10]","[""13:26:07"", ""14:08:48"", ""14:26:55""]"
38,2,05:19:06,05:49:07,"[150, 164, 0]","[""05:19:06"", ""05:34:06"", ""05:49:07""]"
38,5,11:46:24,16:48:46,"[21, 151, 78, 21]","[""11:46:24"", ""12:01:25"", ""12:16:25"", ""16:48:46""]"
38,7,23:36:22,13:20:01,"[21, 41, 152, 21, 6, 4, 21, 153, 21]","[""23:36:22"", ""23:51:23"", ""06:28:58"", ""07:02:33"", ""11:40:49"", ""11:57:23"", ""12:12:23"", ""12:27:25"", ""13:20:01""]"
38,8,01:14:49,10:50:34,"[21, 154, 76, 36, 21]","[""01:14:49"", ""02:01:03"", ""08:31:29"", ""10:35:34"", ""10:50:34""]"
38,10,03:40:08,04:25:09,"[21, 36, 154]","[""03:40:08"", ""03:55:08"", ""04:25:09""]"
38,11,13:19:52,13:58:56,"[155, 21]","[""13:19:52"", ""13:58:56""]"
38,13,01:57:00,11:27:41,"[154, 76, 154, 21]","[""01:57:00"", ""02:42:48"", ""03:31:13"", ""11:27:41""]"
38,14,04:03:42,12:57:34,"[21, 154, 76]","[""04:03:42"", ""04:48:48"", ""12:57:34""]"
38,16,23:45:23,04:56:48,"[21, 6, 186, 21, 245, 162, 21]","[""23:45:23"", ""00:00:27"", ""00:19:23"", ""00:38:20"", ""03:31:07"", ""04:26:22"", ""04:56:48""]"
38,17,11:10:03,12:12:42,"[78, 21]","[""11:10:03"", ""12:12:42""]"
38,18,03:47:05,04:17:34,"[21, 18, 0]","[""03:47:05"", ""04:02:34"", ""04:17:34""]"
38,19,06:16:41,08:16:50,"[21, 41, 138]","[""06:16:41"", ""07:31:06"", ""08:16:50""]"
38,21,09:33:47,11:59:46,"[21, 78, 21]","[""09:33:47"", ""11:42:31"", ""11:59:46""]"
38,23,09:07:21,14:48:21,"[151, 21, 155, 21, 60, 78, 21]","[""09:07:21"", ""09:22:22"", ""09:47:57"", ""10:02:57"", ""13:27:52"", ""14:33:21"", ""14:48:21""]"
38,24,03:46:48,12:30:32,"[21, 6, 0, 21]","[""03:46:48"", ""04:16:50"", ""04:31:50"", ""12:30:32""]"
38,27,09:07:33,13:39:17,"[21, 151]","[""09:07:33"", ""13:39:17""]"
38,28,04:16:37,14:50:38,"[21, 4, 21, 6]","[""04:16:37"", ""11:25:44"", ""11:49:27"", ""14:50:38""]"
