frequency,traj_ids,source,avg_start_hour,time_entropy,peak_period,path_length,spatial_length,center_x,center_y,spatial_entropy,path,poi_types,dominant_poi,poi_entropy
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,5,0.106,116.320236,39.988353,2.244,"[0, 116, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.522
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,6,0.116,116.322034,39.987368,2.109,"[0, 116, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.459
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,7,0.126,116.321913,39.986557,2.04,"[0, 116, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.449
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,8,0.136,116.323052,39.986043,1.949,"[0, 116, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.406
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,9,0.146,116.322844,39.985559,1.895,"[0, 116, 115, 0, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.392
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.155,116.323662,39.985248,1.83,"[0, 116, 115, 0, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.361
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.165,116.323437,39.984924,1.788,"[0, 116, 115, 0, 115, 0, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.349
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.175,116.32407,39.984718,1.739,"[0, 116, 115, 0, 115, 0, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.325
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.202,116.321217,39.987815,2.179,"[0, 116, 115, 0, 115, 0, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.495
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.242,116.321214,39.987305,2.133,"[0, 116, 115, 0, 115, 0, 115, 0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.483
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,9,0.182,116.32013,39.989093,2.295,"[0, 116, 115, 0, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.53
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.222,116.320236,39.988353,2.244,"[0, 116, 115, 0, 115, 0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.522
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.232,116.321217,39.987815,2.179,"[0, 116, 115, 0, 115, 0, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.495
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.242,116.321214,39.987305,2.133,"[0, 116, 115, 0, 115, 0, 115, 0, 116, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.483
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.278,116.319178,39.989955,2.366,"[0, 116, 115, 0, 115, 0, 115, 0, 116, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.555
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,7,0.162,116.318423,39.9911,2.42,"[0, 116, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.557
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,8,0.202,116.318768,39.989924,2.373,"[0, 116, 115, 0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.561
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,9,0.212,116.32013,39.989093,2.295,"[0, 116, 115, 0, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.53
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.222,116.320236,39.988353,2.244,"[0, 116, 115, 0, 115, 0, 116, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.522
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.232,116.321217,39.987815,2.179,"[0, 116, 115, 0, 115, 0, 116, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.495
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.242,116.321214,39.987305,2.133,"[0, 116, 115, 0, 115, 0, 116, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.483
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.278,116.319178,39.989955,2.366,"[0, 116, 115, 0, 115, 0, 116, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.555
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.258,116.317793,39.991533,2.452,"[0, 116, 115, 0, 115, 0, 116, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.571
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.298,116.318101,39.990638,2.418,"[0, 116, 115, 0, 115, 0, 116, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.573
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.308,116.319178,39.989955,2.366,"[0, 116, 115, 0, 115, 0, 116, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.555
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,5,0.142,116.31535,39.994713,2.493,"[0, 116, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.522
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,6,0.183,116.316323,39.992542,2.503,"[0, 116, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.585
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,7,0.192,116.318423,39.9911,2.42,"[0, 116, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.557
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,8,0.202,116.318768,39.989924,2.373,"[0, 116, 115, 0, 116, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.561
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,9,0.212,116.32013,39.989093,2.295,"[0, 116, 115, 0, 116, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.53
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.222,116.320236,39.988353,2.244,"[0, 116, 115, 0, 116, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.522
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.232,116.321217,39.987815,2.179,"[0, 116, 115, 0, 116, 115, 0, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.495
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.242,116.321214,39.987305,2.133,"[0, 116, 115, 0, 116, 115, 0, 115, 0, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.483
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.278,116.319178,39.989955,2.366,"[0, 116, 115, 0, 116, 115, 0, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.555
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.258,116.317793,39.991533,2.452,"[0, 116, 115, 0, 116, 115, 0, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.571
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.298,116.318101,39.990638,2.418,"[0, 116, 115, 0, 116, 115, 0, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.573
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.308,116.319178,39.989955,2.366,"[0, 116, 115, 0, 116, 115, 0, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.555
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTJ"", ""NDTTT""]",21.43,0.811,night,8,0.239,116.315715,39.993899,2.516,"[0, 116, 115, 0, 116, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.561
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,9,0.279,116.316323,39.992542,2.503,"[0, 116, 115, 0, 116, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.585
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,10,0.289,116.317793,39.991533,2.452,"[0, 116, 115, 0, 116, 115, 0, 116, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.571
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.298,116.318101,39.990638,2.418,"[0, 116, 115, 0, 116, 115, 0, 116, 115, 0, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.573
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.308,116.319178,39.989955,2.366,"[0, 116, 115, 0, 116, 115, 0, 116, 115, 0, 115, 0]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.555
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,11,0.335,116.315881,39.993529,2.518,"[0, 116, 115, 0, 116, 115, 0, 116, 115, 0, 116]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.573
4,"[[35, 28], [35, 29], [35, 57], [35, 70]]","[""NDTTT""]",21.43,0.811,night,12,0.375,116.316323,39.992542,2.503,"[0, 116, 115, 0, 116, 115, 0, 116, 115, 0, 116, 115]","[""商务住宅"", ""科教文化服务"", ""风景名胜""]",科教文化服务,1.585
4,"[[179, 32], [179, 67], [96, 100], [96, 103]]","[""NDTTJ"", ""NDTTT""]",6.88,1.5,midday,3,0.178,116.32528,40.011565,1.837,"[0, 164, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,0.918
4,"[[179, 32], [179, 67], [96, 100], [96, 103]]","[""NDTTJ"", ""NDTTT""]",6.88,1.5,midday,4,0.267,116.322409,40.026126,2.0,"[0, 164, 0, 164]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
4,"[[179, 32], [179, 67], [96, 100], [96, 103]]","[""NDTTJ"", ""NDTTT""]",6.88,1.5,midday,5,0.356,116.324132,40.017389,1.942,"[0, 164, 0, 164, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,0.971
4,"[[179, 32], [179, 67], [96, 100], [96, 103]]","[""NDTTJ"", ""NDTTT""]",6.88,1.5,midday,6,0.445,116.322409,40.026126,2.0,"[0, 164, 0, 164, 0, 164]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
4,"[[179, 32], [179, 67], [96, 100], [96, 103]]","[""NDTTJ"", ""NDTTT""]",6.88,1.5,midday,7,0.534,116.323639,40.019886,1.97,"[0, 164, 0, 164, 0, 164, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,0.985
4,"[[179, 32], [179, 67], [96, 100], [96, 103]]","[""NDTTJ"", ""NDTTT""]",6.88,1.5,midday,8,0.623,116.322409,40.026126,2.0,"[0, 164, 0, 164, 0, 164, 0, 164]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
4,"[[179, 32], [179, 67], [96, 100], [96, 103]]","[""NDTTT""]",6.88,1.5,midday,9,0.712,116.323366,40.021272,1.982,"[0, 164, 0, 164, 0, 164, 0, 164, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,0.991
4,"[[179, 32], [179, 67], [96, 100], [96, 103]]","[""NDTTT""]",6.88,1.5,midday,10,0.801,116.322409,40.026126,2.0,"[0, 164, 0, 164, 0, 164, 0, 164, 0, 164]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
4,"[[179, 32], [179, 67], [96, 100], [96, 103]]","[""NDTTT""]",6.88,1.5,midday,11,0.89,116.323192,40.022155,1.988,"[0, 164, 0, 164, 0, 164, 0, 164, 0, 164, 0]","[""商务住宅"", ""科教文化服务""]",科教文化服务,0.994
4,"[[179, 32], [179, 67], [96, 100], [96, 103]]","[""NDTTT""]",6.88,1.5,midday,12,0.98,116.322409,40.026126,2.0,"[0, 164, 0, 164, 0, 164, 0, 164, 0, 164, 0, 164]","[""商务住宅"", ""科教文化服务""]",科教文化服务,1.0
4,"[[91, 15], [91, 47], [91, 72], [91, 80]]","[""NDTTJ"", ""NDTTT"", ""TTHS""]",19.42,2.0,night,3,0.109,116.323659,40.045964,3.17,"[0, 164, 209]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
8,"[[179, 32], [179, 36], [179, 51], [179, 61], [179, 70], [96, 103], [96, 13], [96, 92]]","[""NDTTJ"", ""NDTTT"", ""TTHS""]",5.35,2.156,night,3,0.11,116.316609,40.046852,3.17,"[0, 164, 214]","[""商务住宅"", ""科教文化服务""]",商务住宅,0.918
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTJ"", ""NDTTT""]",4.04,2.252,night,3,0.006,116.308096,40.015162,1.837,"[1, 2, 1]","[""体育休闲服务"", ""风景名胜""]",体育休闲服务,0.918
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTJ"", ""NDTTT""]",4.04,2.252,night,4,0.01,116.30769,40.01482,2.0,"[1, 2, 1, 2]","[""体育休闲服务"", ""风景名胜""]",体育休闲服务,1.0
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTJ"", ""NDTTT""]",4.04,2.252,night,5,0.013,116.307933,40.015025,1.942,"[1, 2, 1, 2, 1]","[""体育休闲服务"", ""风景名胜""]",体育休闲服务,0.971
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTJ"", ""NDTTT""]",4.04,2.252,night,6,0.016,116.30769,40.01482,2.0,"[1, 2, 1, 2, 1, 2]","[""体育休闲服务"", ""风景名胜""]",体育休闲服务,1.0
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTJ"", ""NDTTT""]",4.04,2.252,night,7,0.019,116.307864,40.014967,1.97,"[1, 2, 1, 2, 1, 2, 1]","[""体育休闲服务"", ""风景名胜""]",体育休闲服务,0.985
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTJ"", ""NDTTT""]",4.04,2.252,night,8,0.022,116.30769,40.01482,2.0,"[1, 2, 1, 2, 1, 2, 1, 2]","[""体育休闲服务"", ""风景名胜""]",体育休闲服务,1.0
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTT""]",4.04,2.252,night,9,0.025,116.307825,40.014934,1.982,"[1, 2, 1, 2, 1, 2, 1, 2, 1]","[""体育休闲服务"", ""风景名胜""]",体育休闲服务,0.991
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTT""]",4.04,2.252,night,10,0.029,116.30769,40.01482,2.0,"[1, 2, 1, 2, 1, 2, 1, 2, 1, 2]","[""体育休闲服务"", ""风景名胜""]",体育休闲服务,1.0
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTT""]",4.04,2.252,night,11,0.032,116.307801,40.014913,1.988,"[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1]","[""体育休闲服务"", ""风景名胜""]",体育休闲服务,0.994
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTT""]",4.04,2.252,night,12,0.035,116.30769,40.01482,2.0,"[1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]","[""体育休闲服务"", ""风景名胜""]",体育休闲服务,1.0
6,"[[35, 48], [35, 5], [35, 55], [35, 58], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT"", ""TTHS""]",21.32,0.65,night,3,0.046,116.320373,39.993327,2.503,"[1, 115, 0]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",体育休闲服务,1.585
4,"[[35, 55], [35, 58], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.1,0.811,night,4,0.056,116.320576,39.990418,2.311,"[1, 115, 0, 115]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",商务住宅,1.5
4,"[[35, 55], [35, 58], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.1,0.811,night,5,0.066,116.322666,39.988823,2.244,"[1, 115, 0, 115, 0]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",商务住宅,1.522
4,"[[35, 55], [35, 58], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.1,0.811,night,6,0.076,116.322419,39.987634,2.109,"[1, 115, 0, 115, 0, 115]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",商务住宅,1.459
4,"[[35, 55], [35, 58], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.1,0.811,night,7,0.086,116.323649,39.986893,2.04,"[1, 115, 0, 115, 0, 115, 0]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",商务住宅,1.449
4,"[[35, 55], [35, 58], [35, 64], [35, 71]]","[""NDTTJ"", ""NDTTT""]",21.1,0.811,night,8,0.095,116.323341,39.986243,1.949,"[1, 115, 0, 115, 0, 115, 0, 115]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",商务住宅,1.406
4,"[[35, 55], [35, 58], [35, 64], [35, 71]]","[""NDTTT""]",21.1,0.811,night,9,0.105,116.324194,39.985821,1.895,"[1, 115, 0, 115, 0, 115, 0, 115, 0]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",商务住宅,1.392
4,"[[35, 55], [35, 58], [35, 64], [35, 71]]","[""NDTTT""]",21.1,0.811,night,10,0.115,116.323894,39.985408,1.83,"[1, 115, 0, 115, 0, 115, 0, 115, 0, 115]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",商务住宅,1.361
4,"[[35, 55], [35, 58], [35, 64], [35, 71]]","[""NDTTT""]",21.1,0.811,night,11,0.125,116.324542,39.985138,1.788,"[1, 115, 0, 115, 0, 115, 0, 115, 0, 115, 0]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",商务住宅,1.349
4,"[[35, 55], [35, 58], [35, 64], [35, 71]]","[""NDTTT""]",21.1,0.811,night,12,0.135,116.324262,39.984851,1.739,"[1, 115, 0, 115, 0, 115, 0, 115, 0, 115, 0, 115]","[""体育休闲服务"", ""商务住宅"", ""科教文化服务""]",商务住宅,1.325
5,"[[1, 28], [1, 31], [1, 59], [1, 63], [1, 69]]","[""NDTTJ"", ""NDTTT"", ""TTHS""]",11.99,1.922,night,3,0.043,116.315468,40.004028,3.17,"[2, 1, 0]","[""体育休闲服务"", ""科教文化服务"", ""风景名胜""]",风景名胜,1.585
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTJ"", ""NDTTT""]",4.04,2.252,night,3,0.006,116.307284,40.014479,1.837,"[2, 1, 2]","[""体育休闲服务"", ""风景名胜""]",风景名胜,0.918
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTJ"", ""NDTTT""]",4.04,2.252,night,4,0.01,116.30769,40.01482,2.0,"[2, 1, 2, 1]","[""体育休闲服务"", ""风景名胜""]",风景名胜,1.0
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTJ"", ""NDTTT""]",4.04,2.252,night,5,0.013,116.307446,40.014616,1.942,"[2, 1, 2, 1, 2]","[""体育休闲服务"", ""风景名胜""]",风景名胜,0.971
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTJ"", ""NDTTT""]",4.04,2.252,night,6,0.016,116.30769,40.01482,2.0,"[2, 1, 2, 1, 2, 1]","[""体育休闲服务"", ""风景名胜""]",风景名胜,1.0
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTJ"", ""NDTTT""]",4.04,2.252,night,7,0.019,116.307516,40.014674,1.97,"[2, 1, 2, 1, 2, 1, 2]","[""体育休闲服务"", ""风景名胜""]",风景名胜,0.985
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTJ"", ""NDTTT""]",4.04,2.252,night,8,0.022,116.30769,40.01482,2.0,"[2, 1, 2, 1, 2, 1, 2, 1]","[""体育休闲服务"", ""风景名胜""]",风景名胜,1.0
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTT""]",4.04,2.252,night,9,0.025,116.307554,40.014707,1.982,"[2, 1, 2, 1, 2, 1, 2, 1, 2]","[""体育休闲服务"", ""风景名胜""]",风景名胜,0.991
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTT""]",4.04,2.252,night,10,0.029,116.30769,40.01482,2.0,"[2, 1, 2, 1, 2, 1, 2, 1, 2, 1]","[""体育休闲服务"", ""风景名胜""]",风景名胜,1.0
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTT""]",4.04,2.252,night,11,0.032,116.307579,40.014727,1.988,"[2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2]","[""体育休闲服务"", ""风景名胜""]",风景名胜,0.994
6,"[[1, 16], [1, 35], [1, 36], [1, 62], [1, 64], [1, 69]]","[""NDTTT""]",4.04,2.252,night,12,0.035,116.30769,40.01482,2.0,"[2, 1, 2, 1, 2, 1, 2, 1, 2, 1, 2, 1]","[""体育休闲服务"", ""风景名胜""]",风景名胜,1.0
7,"[[1, 35], [1, 36], [1, 39], [1, 45], [1, 62], [1, 65], [1, 67]]","[""NDTTJ"", ""NDTTT"", ""TTHS""]",10.74,1.449,night,3,0.031,116.312501,40.006982,3.17,"[2, 1, 23]","[""体育休闲服务"", ""科教文化服务"", ""风景名胜""]",风景名胜,1.585
7,"[[1, 13], [179, 21], [179, 27], [5, 18], [5, 27], [5, 71], [96, 12]]","[""NDTTJ"", ""NDTTT""]",9.95,2.807,night,3,0.045,116.324785,39.996194,1.837,"[3, 0, 3]","[""科教文化服务""]",科教文化服务,0.0
7,"[[1, 13], [179, 21], [179, 27], [5, 18], [5, 27], [5, 71], [96, 12]]","[""NDTTJ"", ""NDTTT""]",9.95,2.807,night,4,0.068,116.326345,39.992756,2.0,"[3, 0, 3, 0]","[""科教文化服务""]",科教文化服务,0.0
7,"[[1, 13], [179, 21], [179, 27], [5, 18], [5, 27], [5, 71], [96, 12]]","[""NDTTJ"", ""NDTTT""]",9.95,2.807,night,5,0.091,116.325409,39.994819,1.942,"[3, 0, 3, 0, 3]","[""科教文化服务""]",科教文化服务,0.0
7,"[[1, 13], [179, 21], [179, 27], [5, 18], [5, 27], [5, 71], [96, 12]]","[""NDTTJ"", ""NDTTT""]",9.95,2.807,night,6,0.113,116.326345,39.992756,2.0,"[3, 0, 3, 0, 3, 0]","[""科教文化服务""]",科教文化服务,0.0
7,"[[1, 13], [179, 21], [179, 27], [5, 18], [5, 27], [5, 71], [96, 12]]","[""NDTTJ"", ""NDTTT""]",9.95,2.807,night,7,0.136,116.325676,39.99423,1.97,"[3, 0, 3, 0, 3, 0, 3]","[""科教文化服务""]",科教文化服务,0.0
7,"[[1, 13], [179, 21], [179, 27], [5, 18], [5, 27], [5, 71], [96, 12]]","[""NDTTJ"", ""NDTTT""]",9.95,2.807,night,8,0.159,116.326345,39.992756,2.0,"[3, 0, 3, 0, 3, 0, 3, 0]","[""科教文化服务""]",科教文化服务,0.0
7,"[[1, 13], [179, 21], [179, 27], [5, 18], [5, 27], [5, 71], [96, 12]]","[""NDTTT""]",9.95,2.807,night,9,0.181,116.325825,39.993902,1.982,"[3, 0, 3, 0, 3, 0, 3, 0, 3]","[""科教文化服务""]",科教文化服务,0.0
7,"[[1, 13], [179, 21], [179, 27], [5, 18], [5, 27], [5, 71], [96, 12]]","[""NDTTT""]",9.95,2.807,night,10,0.204,116.326345,39.992756,2.0,"[3, 0, 3, 0, 3, 0, 3, 0, 3, 0]","[""科教文化服务""]",科教文化服务,0.0
7,"[[1, 13], [179, 21], [179, 27], [5, 18], [5, 27], [5, 71], [96, 12]]","[""NDTTT""]",9.95,2.807,night,11,0.226,116.32592,39.993694,1.988,"[3, 0, 3, 0, 3, 0, 3, 0, 3, 0, 3]","[""科教文化服务""]",科教文化服务,0.0
